prices,market_caps,total_volumes,label
"[0.51720181 0.50137341 0.49451889 0.49623638 0.51490126 0.52509315
 0.54137808 0.52020159 0.51850521 0.52287392 0.53440893 0.52243974
 0.51669789 0.51709663 0.50622989 0.51616324 0.55816387 0.56131053
 0.55423441 0.55461491 0.54640833 0.53792958 0.53530802 0.55006301]","[0.51231578 0.49512728 0.48942779 0.49306534 0.50534717 0.51406079
 0.54267357 0.52297791 0.51200973 0.51630739 0.52319743 0.51589614
 0.5102576  0.51404349 0.50633095 0.50590383 0.54880376 0.55828724
 0.54718516 0.54756884 0.54250779 0.53209791 0.52603954 0.54314269]","[0.09461629 0.07126731 0.05527758 0.06171682 0.07249642 0.07453614
 0.06729985 0.06746185 0.0683908  0.06758382 0.06152635 0.05457743
 0.054539   0.05310124 0.05403322 0.05626595 0.0722351  0.07822528
 0.06999419 0.06360966 0.06320032 0.05992179 0.04950855 0.05663732]",-1
"[0.50137341 0.49451889 0.49623638 0.51490126 0.52509315 0.54137808
 0.52020159 0.51850521 0.52287392 0.53440893 0.52243974 0.51669789
 0.51709663 0.50622989 0.51616324 0.55816387 0.56131053 0.55423441
 0.55461491 0.54640833 0.53792958 0.53530802 0.55006301 0.54570506]","[0.49512728 0.48942779 0.49306534 0.50534717 0.51406079 0.54267357
 0.52297791 0.51200973 0.51630739 0.52319743 0.51589614 0.5102576
 0.51404349 0.50633095 0.50590383 0.54880376 0.55828724 0.54718516
 0.54756884 0.54250779 0.53209791 0.52603954 0.54314269 0.53886794]","[0.07126731 0.05527758 0.06171682 0.07249642 0.07453614 0.06729985
 0.06746185 0.0683908  0.06758382 0.06152635 0.05457743 0.054539
 0.05310124 0.05403322 0.05626595 0.0722351  0.07822528 0.06999419
 0.06360966 0.06320032 0.05992179 0.04950855 0.05663732 0.04975714]",1
"[0.49451889 0.49623638 0.51490126 0.52509315 0.54137808 0.52020159
 0.51850521 0.52287392 0.53440893 0.52243974 0.51669789 0.51709663
 0.50622989 0.51616324 0.55816387 0.56131053 0.55423441 0.55461491
 0.54640833 0.53792958 0.53530802 0.55006301 0.54570506 0.54873526]","[0.48942779 0.49306534 0.50534717 0.51406079 0.54267357 0.52297791
 0.51200973 0.51630739 0.52319743 0.51589614 0.5102576  0.51404349
 0.50633095 0.50590383 0.54880376 0.55828724 0.54718516 0.54756884
 0.54250779 0.53209791 0.52603954 0.54314269 0.53886794 0.53742398]","[0.05527758 0.06171682 0.07249642 0.07453614 0.06729985 0.06746185
 0.0683908  0.06758382 0.06152635 0.05457743 0.054539   0.05310124
 0.05403322 0.05626595 0.0722351  0.07822528 0.06999419 0.06360966
 0.06320032 0.05992179 0.04950855 0.05663732 0.04975714 0.04921551]",-1
"[0.49623638 0.51490126 0.52509315 0.54137808 0.52020159 0.51850521
 0.52287392 0.53440893 0.52243974 0.51669789 0.51709663 0.50622989
 0.51616324 0.55816387 0.56131053 0.55423441 0.55461491 0.54640833
 0.53792958 0.53530802 0.55006301 0.54570506 0.54873526 0.54491295]","[0.49306534 0.50534717 0.51406079 0.54267357 0.52297791 0.51200973
 0.51630739 0.52319743 0.51589614 0.5102576  0.51404349 0.50633095
 0.50590383 0.54880376 0.55828724 0.54718516 0.54756884 0.54250779
 0.53209791 0.52603954 0.54314269 0.53886794 0.53742398 0.54017212]","[0.06171682 0.07249642 0.07453614 0.06729985 0.06746185 0.0683908
 0.06758382 0.06152635 0.05457743 0.054539   0.05310124 0.05403322
 0.05626595 0.0722351  0.07822528 0.06999419 0.06360966 0.06320032
 0.05992179 0.04950855 0.05663732 0.04975714 0.04921551 0.04833782]",-1
"[0.51490126 0.52509315 0.54137808 0.52020159 0.51850521 0.52287392
 0.53440893 0.52243974 0.51669789 0.51709663 0.50622989 0.51616324
 0.55816387 0.56131053 0.55423441 0.55461491 0.54640833 0.53792958
 0.53530802 0.55006301 0.54570506 0.54873526 0.54491295 0.54347256]","[0.50534717 0.51406079 0.54267357 0.52297791 0.51200973 0.51630739
 0.52319743 0.51589614 0.5102576  0.51404349 0.50633095 0.50590383
 0.54880376 0.55828724 0.54718516 0.54756884 0.54250779 0.53209791
 0.52603954 0.54314269 0.53886794 0.53742398 0.54017212 0.542723  ]","[0.07249642 0.07453614 0.06729985 0.06746185 0.0683908  0.06758382
 0.06152635 0.05457743 0.054539   0.05310124 0.05403322 0.05626595
 0.0722351  0.07822528 0.06999419 0.06360966 0.06320032 0.05992179
 0.04950855 0.05663732 0.04975714 0.04921551 0.04833782 0.04419268]",-1
"[0.52509315 0.54137808 0.52020159 0.51850521 0.52287392 0.53440893
 0.52243974 0.51669789 0.51709663 0.50622989 0.51616324 0.55816387
 0.56131053 0.55423441 0.55461491 0.54640833 0.53792958 0.53530802
 0.55006301 0.54570506 0.54873526 0.54491295 0.54347256 0.52449149]","[0.51406079 0.54267357 0.52297791 0.51200973 0.51630739 0.52319743
 0.51589614 0.5102576  0.51404349 0.50633095 0.50590383 0.54880376
 0.55828724 0.54718516 0.54756884 0.54250779 0.53209791 0.52603954
 0.54314269 0.53886794 0.53742398 0.54017212 0.542723   0.51716341]","[0.07453614 0.06729985 0.06746185 0.0683908  0.06758382 0.06152635
 0.05457743 0.054539   0.05310124 0.05403322 0.05626595 0.0722351
 0.07822528 0.06999419 0.06360966 0.06320032 0.05992179 0.04950855
 0.05663732 0.04975714 0.04921551 0.04833782 0.04419268 0.0328911 ]",1
"[0.54137808 0.52020159 0.51850521 0.52287392 0.53440893 0.52243974
 0.51669789 0.51709663 0.50622989 0.51616324 0.55816387 0.56131053
 0.55423441 0.55461491 0.54640833 0.53792958 0.53530802 0.55006301
 0.54570506 0.54873526 0.54491295 0.54347256 0.52449149 0.5302299 ]","[0.54267357 0.52297791 0.51200973 0.51630739 0.52319743 0.51589614
 0.5102576  0.51404349 0.50633095 0.50590383 0.54880376 0.55828724
 0.54718516 0.54756884 0.54250779 0.53209791 0.52603954 0.54314269
 0.53886794 0.53742398 0.54017212 0.542723   0.51716341 0.52490759]","[0.06729985 0.06746185 0.0683908  0.06758382 0.06152635 0.05457743
 0.054539   0.05310124 0.05403322 0.05626595 0.0722351  0.07822528
 0.06999419 0.06360966 0.06320032 0.05992179 0.04950855 0.05663732
 0.04975714 0.04921551 0.04833782 0.04419268 0.0328911  0.02534417]",-1
"[0.52020159 0.51850521 0.52287392 0.53440893 0.52243974 0.51669789
 0.51709663 0.50622989 0.51616324 0.55816387 0.56131053 0.55423441
 0.55461491 0.54640833 0.53792958 0.53530802 0.55006301 0.54570506
 0.54873526 0.54491295 0.54347256 0.52449149 0.5302299  0.52680424]","[0.52297791 0.51200973 0.51630739 0.52319743 0.51589614 0.5102576
 0.51404349 0.50633095 0.50590383 0.54880376 0.55828724 0.54718516
 0.54756884 0.54250779 0.53209791 0.52603954 0.54314269 0.53886794
 0.53742398 0.54017212 0.542723   0.51716341 0.52490759 0.51109622]","[0.06746185 0.0683908  0.06758382 0.06152635 0.05457743 0.054539
 0.05310124 0.05403322 0.05626595 0.0722351  0.07822528 0.06999419
 0.06360966 0.06320032 0.05992179 0.04950855 0.05663732 0.04975714
 0.04921551 0.04833782 0.04419268 0.0328911  0.02534417 0.02695289]",1
"[0.51850521 0.52287392 0.53440893 0.52243974 0.51669789 0.51709663
 0.50622989 0.51616324 0.55816387 0.56131053 0.55423441 0.55461491
 0.54640833 0.53792958 0.53530802 0.55006301 0.54570506 0.54873526
 0.54491295 0.54347256 0.52449149 0.5302299  0.52680424 0.54692129]","[0.51200973 0.51630739 0.52319743 0.51589614 0.5102576  0.51404349
 0.50633095 0.50590383 0.54880376 0.55828724 0.54718516 0.54756884
 0.54250779 0.53209791 0.52603954 0.54314269 0.53886794 0.53742398
 0.54017212 0.542723   0.51716341 0.52490759 0.51109622 0.54013412]","[0.0683908  0.06758382 0.06152635 0.05457743 0.054539   0.05310124
 0.05403322 0.05626595 0.0722351  0.07822528 0.06999419 0.06360966
 0.06320032 0.05992179 0.04950855 0.05663732 0.04975714 0.04921551
 0.04833782 0.04419268 0.0328911  0.02534417 0.02695289 0.02843076]",1
"[0.52287392 0.53440893 0.52243974 0.51669789 0.51709663 0.50622989
 0.51616324 0.55816387 0.56131053 0.55423441 0.55461491 0.54640833
 0.53792958 0.53530802 0.55006301 0.54570506 0.54873526 0.54491295
 0.54347256 0.52449149 0.5302299  0.52680424 0.54692129 0.56011437]","[0.51630739 0.52319743 0.51589614 0.5102576  0.51404349 0.50633095
 0.50590383 0.54880376 0.55828724 0.54718516 0.54756884 0.54250779
 0.53209791 0.52603954 0.54314269 0.53886794 0.53742398 0.54017212
 0.542723   0.51716341 0.52490759 0.51109622 0.54013412 0.54675704]","[0.06758382 0.06152635 0.05457743 0.054539   0.05310124 0.05403322
 0.05626595 0.0722351  0.07822528 0.06999419 0.06360966 0.06320032
 0.05992179 0.04950855 0.05663732 0.04975714 0.04921551 0.04833782
 0.04419268 0.0328911  0.02534417 0.02695289 0.02843076 0.03645882]",1
"[0.53440893 0.52243974 0.51669789 0.51709663 0.50622989 0.51616324
 0.55816387 0.56131053 0.55423441 0.55461491 0.54640833 0.53792958
 0.53530802 0.55006301 0.54570506 0.54873526 0.54491295 0.54347256
 0.52449149 0.5302299  0.52680424 0.54692129 0.56011437 0.61076486]","[0.52319743 0.51589614 0.5102576  0.51404349 0.50633095 0.50590383
 0.54880376 0.55828724 0.54718516 0.54756884 0.54250779 0.53209791
 0.52603954 0.54314269 0.53886794 0.53742398 0.54017212 0.542723
 0.51716341 0.52490759 0.51109622 0.54013412 0.54675704 0.59736315]","[0.06152635 0.05457743 0.054539   0.05310124 0.05403322 0.05626595
 0.0722351  0.07822528 0.06999419 0.06360966 0.06320032 0.05992179
 0.04950855 0.05663732 0.04975714 0.04921551 0.04833782 0.04419268
 0.0328911  0.02534417 0.02695289 0.02843076 0.03645882 0.06811464]",1
"[0.52243974 0.51669789 0.51709663 0.50622989 0.51616324 0.55816387
 0.56131053 0.55423441 0.55461491 0.54640833 0.53792958 0.53530802
 0.55006301 0.54570506 0.54873526 0.54491295 0.54347256 0.52449149
 0.5302299  0.52680424 0.54692129 0.56011437 0.61076486 0.72876033]","[0.51589614 0.5102576  0.51404349 0.50633095 0.50590383 0.54880376
 0.55828724 0.54718516 0.54756884 0.54250779 0.53209791 0.52603954
 0.54314269 0.53886794 0.53742398 0.54017212 0.542723   0.51716341
 0.52490759 0.51109622 0.54013412 0.54675704 0.59736315 0.70646357]","[0.05457743 0.054539   0.05310124 0.05403322 0.05626595 0.0722351
 0.07822528 0.06999419 0.06360966 0.06320032 0.05992179 0.04950855
 0.05663732 0.04975714 0.04921551 0.04833782 0.04419268 0.0328911
 0.02534417 0.02695289 0.02843076 0.03645882 0.06811464 0.15531907]",-1
"[0.51669789 0.51709663 0.50622989 0.51616324 0.55816387 0.56131053
 0.55423441 0.55461491 0.54640833 0.53792958 0.53530802 0.55006301
 0.54570506 0.54873526 0.54491295 0.54347256 0.52449149 0.5302299
 0.52680424 0.54692129 0.56011437 0.61076486 0.72876033 0.72847658]","[0.5102576  0.51404349 0.50633095 0.50590383 0.54880376 0.55828724
 0.54718516 0.54756884 0.54250779 0.53209791 0.52603954 0.54314269
 0.53886794 0.53742398 0.54017212 0.542723   0.51716341 0.52490759
 0.51109622 0.54013412 0.54675704 0.59736315 0.70646357 0.71855564]","[0.054539   0.05310124 0.05403322 0.05626595 0.0722351  0.07822528
 0.06999419 0.06360966 0.06320032 0.05992179 0.04950855 0.05663732
 0.04975714 0.04921551 0.04833782 0.04419268 0.0328911  0.02534417
 0.02695289 0.02843076 0.03645882 0.06811464 0.15531907 0.1895343 ]",-1
"[0.51709663 0.50622989 0.51616324 0.55816387 0.56131053 0.55423441
 0.55461491 0.54640833 0.53792958 0.53530802 0.55006301 0.54570506
 0.54873526 0.54491295 0.54347256 0.52449149 0.5302299  0.52680424
 0.54692129 0.56011437 0.61076486 0.72876033 0.72847658 0.70933769]","[0.51404349 0.50633095 0.50590383 0.54880376 0.55828724 0.54718516
 0.54756884 0.54250779 0.53209791 0.52603954 0.54314269 0.53886794
 0.53742398 0.54017212 0.542723   0.51716341 0.52490759 0.51109622
 0.54013412 0.54675704 0.59736315 0.70646357 0.71855564 0.69975702]","[0.05310124 0.05403322 0.05626595 0.0722351  0.07822528 0.06999419
 0.06360966 0.06320032 0.05992179 0.04950855 0.05663732 0.04975714
 0.04921551 0.04833782 0.04419268 0.0328911  0.02534417 0.02695289
 0.02843076 0.03645882 0.06811464 0.15531907 0.1895343  0.17673176]",-1
"[0.50622989 0.51616324 0.55816387 0.56131053 0.55423441 0.55461491
 0.54640833 0.53792958 0.53530802 0.55006301 0.54570506 0.54873526
 0.54491295 0.54347256 0.52449149 0.5302299  0.52680424 0.54692129
 0.56011437 0.61076486 0.72876033 0.72847658 0.70933769 0.70111014]","[0.50633095 0.50590383 0.54880376 0.55828724 0.54718516 0.54756884
 0.54250779 0.53209791 0.52603954 0.54314269 0.53886794 0.53742398
 0.54017212 0.542723   0.51716341 0.52490759 0.51109622 0.54013412
 0.54675704 0.59736315 0.70646357 0.71855564 0.69975702 0.68963644]","[0.05403322 0.05626595 0.0722351  0.07822528 0.06999419 0.06360966
 0.06320032 0.05992179 0.04950855 0.05663732 0.04975714 0.04921551
 0.04833782 0.04419268 0.0328911  0.02534417 0.02695289 0.02843076
 0.03645882 0.06811464 0.15531907 0.1895343  0.17673176 0.24736706]",-1
"[0.51616324 0.55816387 0.56131053 0.55423441 0.55461491 0.54640833
 0.53792958 0.53530802 0.55006301 0.54570506 0.54873526 0.54491295
 0.54347256 0.52449149 0.5302299  0.52680424 0.54692129 0.56011437
 0.61076486 0.72876033 0.72847658 0.70933769 0.70111014 0.70054829]","[0.50590383 0.54880376 0.55828724 0.54718516 0.54756884 0.54250779
 0.53209791 0.52603954 0.54314269 0.53886794 0.53742398 0.54017212
 0.542723   0.51716341 0.52490759 0.51109622 0.54013412 0.54675704
 0.59736315 0.70646357 0.71855564 0.69975702 0.68963644 0.6903785 ]","[0.05626595 0.0722351  0.07822528 0.06999419 0.06360966 0.06320032
 0.05992179 0.04950855 0.05663732 0.04975714 0.04921551 0.04833782
 0.04419268 0.0328911  0.02534417 0.02695289 0.02843076 0.03645882
 0.06811464 0.15531907 0.1895343  0.17673176 0.24736706 0.26904438]",1
"[0.55816387 0.56131053 0.55423441 0.55461491 0.54640833 0.53792958
 0.53530802 0.55006301 0.54570506 0.54873526 0.54491295 0.54347256
 0.52449149 0.5302299  0.52680424 0.54692129 0.56011437 0.61076486
 0.72876033 0.72847658 0.70933769 0.70111014 0.70054829 0.71751111]","[0.54880376 0.55828724 0.54718516 0.54756884 0.54250779 0.53209791
 0.52603954 0.54314269 0.53886794 0.53742398 0.54017212 0.542723
 0.51716341 0.52490759 0.51109622 0.54013412 0.54675704 0.59736315
 0.70646357 0.71855564 0.69975702 0.68963644 0.6903785  0.70037354]","[0.0722351  0.07822528 0.06999419 0.06360966 0.06320032 0.05992179
 0.04950855 0.05663732 0.04975714 0.04921551 0.04833782 0.04419268
 0.0328911  0.02534417 0.02695289 0.02843076 0.03645882 0.06811464
 0.15531907 0.1895343  0.17673176 0.24736706 0.26904438 0.20355885]",-1
"[0.56131053 0.55423441 0.55461491 0.54640833 0.53792958 0.53530802
 0.55006301 0.54570506 0.54873526 0.54491295 0.54347256 0.52449149
 0.5302299  0.52680424 0.54692129 0.56011437 0.61076486 0.72876033
 0.72847658 0.70933769 0.70111014 0.70054829 0.71751111 0.7070374 ]","[0.55828724 0.54718516 0.54756884 0.54250779 0.53209791 0.52603954
 0.54314269 0.53886794 0.53742398 0.54017212 0.542723   0.51716341
 0.52490759 0.51109622 0.54013412 0.54675704 0.59736315 0.70646357
 0.71855564 0.69975702 0.68963644 0.6903785  0.70037354 0.69535273]","[0.07822528 0.06999419 0.06360966 0.06320032 0.05992179 0.04950855
 0.05663732 0.04975714 0.04921551 0.04833782 0.04419268 0.0328911
 0.02534417 0.02695289 0.02843076 0.03645882 0.06811464 0.15531907
 0.1895343  0.17673176 0.24736706 0.26904438 0.20355885 0.19146283]",-1
"[0.55423441 0.55461491 0.54640833 0.53792958 0.53530802 0.55006301
 0.54570506 0.54873526 0.54491295 0.54347256 0.52449149 0.5302299
 0.52680424 0.54692129 0.56011437 0.61076486 0.72876033 0.72847658
 0.70933769 0.70111014 0.70054829 0.71751111 0.7070374  0.70588495]","[0.54718516 0.54756884 0.54250779 0.53209791 0.52603954 0.54314269
 0.53886794 0.53742398 0.54017212 0.542723   0.51716341 0.52490759
 0.51109622 0.54013412 0.54675704 0.59736315 0.70646357 0.71855564
 0.69975702 0.68963644 0.6903785  0.70037354 0.69535273 0.69640515]","[0.06999419 0.06360966 0.06320032 0.05992179 0.04950855 0.05663732
 0.04975714 0.04921551 0.04833782 0.04419268 0.0328911  0.02534417
 0.02695289 0.02843076 0.03645882 0.06811464 0.15531907 0.1895343
 0.17673176 0.24736706 0.26904438 0.20355885 0.19146283 0.17862134]",-1
"[0.55461491 0.54640833 0.53792958 0.53530802 0.55006301 0.54570506
 0.54873526 0.54491295 0.54347256 0.52449149 0.5302299  0.52680424
 0.54692129 0.56011437 0.61076486 0.72876033 0.72847658 0.70933769
 0.70111014 0.70054829 0.71751111 0.7070374  0.70588495 0.67915654]","[0.54756884 0.54250779 0.53209791 0.52603954 0.54314269 0.53886794
 0.53742398 0.54017212 0.542723   0.51716341 0.52490759 0.51109622
 0.54013412 0.54675704 0.59736315 0.70646357 0.71855564 0.69975702
 0.68963644 0.6903785  0.70037354 0.69535273 0.69640515 0.65611699]","[0.06360966 0.06320032 0.05992179 0.04950855 0.05663732 0.04975714
 0.04921551 0.04833782 0.04419268 0.0328911  0.02534417 0.02695289
 0.02843076 0.03645882 0.06811464 0.15531907 0.1895343  0.17673176
 0.24736706 0.26904438 0.20355885 0.19146283 0.17862134 0.19590419]",1
"[0.54640833 0.53792958 0.53530802 0.55006301 0.54570506 0.54873526
 0.54491295 0.54347256 0.52449149 0.5302299  0.52680424 0.54692129
 0.56011437 0.61076486 0.72876033 0.72847658 0.70933769 0.70111014
 0.70054829 0.71751111 0.7070374  0.70588495 0.67915654 0.69555995]","[0.54250779 0.53209791 0.52603954 0.54314269 0.53886794 0.53742398
 0.54017212 0.542723   0.51716341 0.52490759 0.51109622 0.54013412
 0.54675704 0.59736315 0.70646357 0.71855564 0.69975702 0.68963644
 0.6903785  0.70037354 0.69535273 0.69640515 0.65611699 0.6854468 ]","[0.06320032 0.05992179 0.04950855 0.05663732 0.04975714 0.04921551
 0.04833782 0.04419268 0.0328911  0.02534417 0.02695289 0.02843076
 0.03645882 0.06811464 0.15531907 0.1895343  0.17673176 0.24736706
 0.26904438 0.20355885 0.19146283 0.17862134 0.19590419 0.18782272]",-1
"[0.53792958 0.53530802 0.55006301 0.54570506 0.54873526 0.54491295
 0.54347256 0.52449149 0.5302299  0.52680424 0.54692129 0.56011437
 0.61076486 0.72876033 0.72847658 0.70933769 0.70111014 0.70054829
 0.71751111 0.7070374  0.70588495 0.67915654 0.69555995 0.68867233]","[0.53209791 0.52603954 0.54314269 0.53886794 0.53742398 0.54017212
 0.542723   0.51716341 0.52490759 0.51109622 0.54013412 0.54675704
 0.59736315 0.70646357 0.71855564 0.69975702 0.68963644 0.6903785
 0.70037354 0.69535273 0.69640515 0.65611699 0.6854468  0.67935861]","[0.05992179 0.04950855 0.05663732 0.04975714 0.04921551 0.04833782
 0.04419268 0.0328911  0.02534417 0.02695289 0.02843076 0.03645882
 0.06811464 0.15531907 0.1895343  0.17673176 0.24736706 0.26904438
 0.20355885 0.19146283 0.17862134 0.19590419 0.18782272 0.17935357]",-1
"[0.53530802 0.55006301 0.54570506 0.54873526 0.54491295 0.54347256
 0.52449149 0.5302299  0.52680424 0.54692129 0.56011437 0.61076486
 0.72876033 0.72847658 0.70933769 0.70111014 0.70054829 0.71751111
 0.7070374  0.70588495 0.67915654 0.69555995 0.68867233 0.68191642]","[0.52603954 0.54314269 0.53886794 0.53742398 0.54017212 0.542723
 0.51716341 0.52490759 0.51109622 0.54013412 0.54675704 0.59736315
 0.70646357 0.71855564 0.69975702 0.68963644 0.6903785  0.70037354
 0.69535273 0.69640515 0.65611699 0.6854468  0.67935861 0.67290409]","[0.04950855 0.05663732 0.04975714 0.04921551 0.04833782 0.04419268
 0.0328911  0.02534417 0.02695289 0.02843076 0.03645882 0.06811464
 0.15531907 0.1895343  0.17673176 0.24736706 0.26904438 0.20355885
 0.19146283 0.17862134 0.19590419 0.18782272 0.17935357 0.18263735]",-1
"[0.55006301 0.54570506 0.54873526 0.54491295 0.54347256 0.52449149
 0.5302299  0.52680424 0.54692129 0.56011437 0.61076486 0.72876033
 0.72847658 0.70933769 0.70111014 0.70054829 0.71751111 0.7070374
 0.70588495 0.67915654 0.69555995 0.68867233 0.68191642 0.67886461]","[0.54314269 0.53886794 0.53742398 0.54017212 0.542723   0.51716341
 0.52490759 0.51109622 0.54013412 0.54675704 0.59736315 0.70646357
 0.71855564 0.69975702 0.68963644 0.6903785  0.70037354 0.69535273
 0.69640515 0.65611699 0.6854468  0.67935861 0.67290409 0.66991292]","[0.05663732 0.04975714 0.04921551 0.04833782 0.04419268 0.0328911
 0.02534417 0.02695289 0.02843076 0.03645882 0.06811464 0.15531907
 0.1895343  0.17673176 0.24736706 0.26904438 0.20355885 0.19146283
 0.17862134 0.19590419 0.18782272 0.17935357 0.18263735 0.18237682]",-1
"[0.54570506 0.54873526 0.54491295 0.54347256 0.52449149 0.5302299
 0.52680424 0.54692129 0.56011437 0.61076486 0.72876033 0.72847658
 0.70933769 0.70111014 0.70054829 0.71751111 0.7070374  0.70588495
 0.67915654 0.69555995 0.68867233 0.68191642 0.67886461 0.66611795]","[0.53886794 0.53742398 0.54017212 0.542723   0.51716341 0.52490759
 0.51109622 0.54013412 0.54675704 0.59736315 0.70646357 0.71855564
 0.69975702 0.68963644 0.6903785  0.70037354 0.69535273 0.69640515
 0.65611699 0.6854468  0.67935861 0.67290409 0.66991292 0.65733805]","[0.04975714 0.04921551 0.04833782 0.04419268 0.0328911  0.02534417
 0.02695289 0.02843076 0.03645882 0.06811464 0.15531907 0.1895343
 0.17673176 0.24736706 0.26904438 0.20355885 0.19146283 0.17862134
 0.19590419 0.18782272 0.17935357 0.18263735 0.18237682 0.18909655]",-1
"[0.54873526 0.54491295 0.54347256 0.52449149 0.5302299  0.52680424
 0.54692129 0.56011437 0.61076486 0.72876033 0.72847658 0.70933769
 0.70111014 0.70054829 0.71751111 0.7070374  0.70588495 0.67915654
 0.69555995 0.68867233 0.68191642 0.67886461 0.66611795 0.66012553]","[0.53742398 0.54017212 0.542723   0.51716341 0.52490759 0.51109622
 0.54013412 0.54675704 0.59736315 0.70646357 0.71855564 0.69975702
 0.68963644 0.6903785  0.70037354 0.69535273 0.69640515 0.65611699
 0.6854468  0.67935861 0.67290409 0.66991292 0.65733805 0.64815453]","[0.04921551 0.04833782 0.04419268 0.0328911  0.02534417 0.02695289
 0.02843076 0.03645882 0.06811464 0.15531907 0.1895343  0.17673176
 0.24736706 0.26904438 0.20355885 0.19146283 0.17862134 0.19590419
 0.18782272 0.17935357 0.18263735 0.18237682 0.18909655 0.20165561]",-1
"[0.54491295 0.54347256 0.52449149 0.5302299  0.52680424 0.54692129
 0.56011437 0.61076486 0.72876033 0.72847658 0.70933769 0.70111014
 0.70054829 0.71751111 0.7070374  0.70588495 0.67915654 0.69555995
 0.68867233 0.68191642 0.67886461 0.66611795 0.66012553 0.63928427]","[0.54017212 0.542723   0.51716341 0.52490759 0.51109622 0.54013412
 0.54675704 0.59736315 0.70646357 0.71855564 0.69975702 0.68963644
 0.6903785  0.70037354 0.69535273 0.69640515 0.65611699 0.6854468
 0.67935861 0.67290409 0.66991292 0.65733805 0.64815453 0.63407166]","[0.04833782 0.04419268 0.0328911  0.02534417 0.02695289 0.02843076
 0.03645882 0.06811464 0.15531907 0.1895343  0.17673176 0.24736706
 0.26904438 0.20355885 0.19146283 0.17862134 0.19590419 0.18782272
 0.17935357 0.18263735 0.18237682 0.18909655 0.20165561 0.20484795]",-1
"[0.54347256 0.52449149 0.5302299  0.52680424 0.54692129 0.56011437
 0.61076486 0.72876033 0.72847658 0.70933769 0.70111014 0.70054829
 0.71751111 0.7070374  0.70588495 0.67915654 0.69555995 0.68867233
 0.68191642 0.67886461 0.66611795 0.66012553 0.63928427 0.56578529]","[0.542723   0.51716341 0.52490759 0.51109622 0.54013412 0.54675704
 0.59736315 0.70646357 0.71855564 0.69975702 0.68963644 0.6903785
 0.70037354 0.69535273 0.69640515 0.65611699 0.6854468  0.67935861
 0.67290409 0.66991292 0.65733805 0.64815453 0.63407166 0.56523582]","[0.04419268 0.0328911  0.02534417 0.02695289 0.02843076 0.03645882
 0.06811464 0.15531907 0.1895343  0.17673176 0.24736706 0.26904438
 0.20355885 0.19146283 0.17862134 0.19590419 0.18782272 0.17935357
 0.18263735 0.18237682 0.18909655 0.20165561 0.20484795 0.21675488]",1
"[0.52449149 0.5302299  0.52680424 0.54692129 0.56011437 0.61076486
 0.72876033 0.72847658 0.70933769 0.70111014 0.70054829 0.71751111
 0.7070374  0.70588495 0.67915654 0.69555995 0.68867233 0.68191642
 0.67886461 0.66611795 0.66012553 0.63928427 0.56578529 0.59808327]","[0.51716341 0.52490759 0.51109622 0.54013412 0.54675704 0.59736315
 0.70646357 0.71855564 0.69975702 0.68963644 0.6903785  0.70037354
 0.69535273 0.69640515 0.65611699 0.6854468  0.67935861 0.67290409
 0.66991292 0.65733805 0.64815453 0.63407166 0.56523582 0.59058504]","[0.0328911  0.02534417 0.02695289 0.02843076 0.03645882 0.06811464
 0.15531907 0.1895343  0.17673176 0.24736706 0.26904438 0.20355885
 0.19146283 0.17862134 0.19590419 0.18782272 0.17935357 0.18263735
 0.18237682 0.18909655 0.20165561 0.20484795 0.21675488 0.23030634]",1
"[0.5302299  0.52680424 0.54692129 0.56011437 0.61076486 0.72876033
 0.72847658 0.70933769 0.70111014 0.70054829 0.71751111 0.7070374
 0.70588495 0.67915654 0.69555995 0.68867233 0.68191642 0.67886461
 0.66611795 0.66012553 0.63928427 0.56578529 0.59808327 0.60624208]","[0.52490759 0.51109622 0.54013412 0.54675704 0.59736315 0.70646357
 0.71855564 0.69975702 0.68963644 0.6903785  0.70037354 0.69535273
 0.69640515 0.65611699 0.6854468  0.67935861 0.67290409 0.66991292
 0.65733805 0.64815453 0.63407166 0.56523582 0.59058504 0.5986115 ]","[0.02534417 0.02695289 0.02843076 0.03645882 0.06811464 0.15531907
 0.1895343  0.17673176 0.24736706 0.26904438 0.20355885 0.19146283
 0.17862134 0.19590419 0.18782272 0.17935357 0.18263735 0.18237682
 0.18909655 0.20165561 0.20484795 0.21675488 0.23030634 0.23417449]",1
"[0.52680424 0.54692129 0.56011437 0.61076486 0.72876033 0.72847658
 0.70933769 0.70111014 0.70054829 0.71751111 0.7070374  0.70588495
 0.67915654 0.69555995 0.68867233 0.68191642 0.67886461 0.66611795
 0.66012553 0.63928427 0.56578529 0.59808327 0.60624208 0.65031727]","[0.51109622 0.54013412 0.54675704 0.59736315 0.70646357 0.71855564
 0.69975702 0.68963644 0.6903785  0.70037354 0.69535273 0.69640515
 0.65611699 0.6854468  0.67935861 0.67290409 0.66991292 0.65733805
 0.64815453 0.63407166 0.56523582 0.59058504 0.5986115  0.63886034]","[0.02695289 0.02843076 0.03645882 0.06811464 0.15531907 0.1895343
 0.17673176 0.24736706 0.26904438 0.20355885 0.19146283 0.17862134
 0.19590419 0.18782272 0.17935357 0.18263735 0.18237682 0.18909655
 0.20165561 0.20484795 0.21675488 0.23030634 0.23417449 0.24445824]",1
