prices,market_caps,total_volumes,label
"[0.3219778  0.27817727 0.28069385 0.2512028  0.20965258 0.22062503
 0.23492723 0.2572876  0.27559819 0.27762384 0.27270811 0.32327655
 0.31818808 0.30654376 0.30399999 0.35316489 0.35011687 0.34084751
 0.30230551 0.25855009 0.28514564 0.26779337 0.26833485 0.24843538]","[0.31374003 0.27892911 0.26977927 0.24661177 0.18269873 0.21613673
 0.23558876 0.25214448 0.2709539  0.27422593 0.26372695 0.3196301
 0.32273831 0.30134645 0.30231525 0.34799107 0.34458316 0.32800053
 0.29577541 0.26055355 0.27959757 0.26257222 0.26663433 0.23059811]","[0.2941565  0.29116988 0.28339656 0.29321813 0.33142802 0.34372247
 0.32670011 0.34304456 0.3378304  0.32740948 0.34525645 0.3373207
 0.34994572 0.33196935 0.33020889 0.35749425 0.34255683 0.35429955
 0.3288811  0.28350086 0.28546083 0.23477369 0.2388402  0.24075045]",1
"[0.27817727 0.28069385 0.2512028  0.20965258 0.22062503 0.23492723
 0.2572876  0.27559819 0.27762384 0.27270811 0.32327655 0.31818808
 0.30654376 0.30399999 0.35316489 0.35011687 0.34084751 0.30230551
 0.25855009 0.28514564 0.26779337 0.26833485 0.24843538 0.27386162]","[0.27892911 0.26977927 0.24661177 0.18269873 0.21613673 0.23558876
 0.25214448 0.2709539  0.27422593 0.26372695 0.3196301  0.32273831
 0.30134645 0.30231525 0.34799107 0.34458316 0.32800053 0.29577541
 0.26055355 0.27959757 0.26257222 0.26663433 0.23059811 0.26873006]","[0.29116988 0.28339656 0.29321813 0.33142802 0.34372247 0.32670011
 0.34304456 0.3378304  0.32740948 0.34525645 0.3373207  0.34994572
 0.33196935 0.33020889 0.35749425 0.34255683 0.35429955 0.3288811
 0.28350086 0.28546083 0.23477369 0.2388402  0.24075045 0.24236461]",-1
"[0.28069385 0.2512028  0.20965258 0.22062503 0.23492723 0.2572876
 0.27559819 0.27762384 0.27270811 0.32327655 0.31818808 0.30654376
 0.30399999 0.35316489 0.35011687 0.34084751 0.30230551 0.25855009
 0.28514564 0.26779337 0.26833485 0.24843538 0.27386162 0.25697466]","[0.26977927 0.24661177 0.18269873 0.21613673 0.23558876 0.25214448
 0.2709539  0.27422593 0.26372695 0.3196301  0.32273831 0.30134645
 0.30231525 0.34799107 0.34458316 0.32800053 0.29577541 0.26055355
 0.27959757 0.26257222 0.26663433 0.23059811 0.26873006 0.25757882]","[0.28339656 0.29321813 0.33142802 0.34372247 0.32670011 0.34304456
 0.3378304  0.32740948 0.34525645 0.3373207  0.34994572 0.33196935
 0.33020889 0.35749425 0.34255683 0.35429955 0.3288811  0.28350086
 0.28546083 0.23477369 0.2388402  0.24075045 0.24236461 0.23530097]",1
"[0.2512028  0.20965258 0.22062503 0.23492723 0.2572876  0.27559819
 0.27762384 0.27270811 0.32327655 0.31818808 0.30654376 0.30399999
 0.35316489 0.35011687 0.34084751 0.30230551 0.25855009 0.28514564
 0.26779337 0.26833485 0.24843538 0.27386162 0.25697466 0.27478579]","[0.24661177 0.18269873 0.21613673 0.23558876 0.25214448 0.2709539
 0.27422593 0.26372695 0.3196301  0.32273831 0.30134645 0.30231525
 0.34799107 0.34458316 0.32800053 0.29577541 0.26055355 0.27959757
 0.26257222 0.26663433 0.23059811 0.26873006 0.25757882 0.2523282 ]","[0.29321813 0.33142802 0.34372247 0.32670011 0.34304456 0.3378304
 0.32740948 0.34525645 0.3373207  0.34994572 0.33196935 0.33020889
 0.35749425 0.34255683 0.35429955 0.3288811  0.28350086 0.28546083
 0.23477369 0.2388402  0.24075045 0.24236461 0.23530097 0.24110456]",-1
"[0.20965258 0.22062503 0.23492723 0.2572876  0.27559819 0.27762384
 0.27270811 0.32327655 0.31818808 0.30654376 0.30399999 0.35316489
 0.35011687 0.34084751 0.30230551 0.25855009 0.28514564 0.26779337
 0.26833485 0.24843538 0.27386162 0.25697466 0.27478579 0.22011885]","[0.18269873 0.21613673 0.23558876 0.25214448 0.2709539  0.27422593
 0.26372695 0.3196301  0.32273831 0.30134645 0.30231525 0.34799107
 0.34458316 0.32800053 0.29577541 0.26055355 0.27959757 0.26257222
 0.26663433 0.23059811 0.26873006 0.25757882 0.2523282  0.21890276]","[0.33142802 0.34372247 0.32670011 0.34304456 0.3378304  0.32740948
 0.34525645 0.3373207  0.34994572 0.33196935 0.33020889 0.35749425
 0.34255683 0.35429955 0.3288811  0.28350086 0.28546083 0.23477369
 0.2388402  0.24075045 0.24236461 0.23530097 0.24110456 0.22634864]",1
"[0.22062503 0.23492723 0.2572876  0.27559819 0.27762384 0.27270811
 0.32327655 0.31818808 0.30654376 0.30399999 0.35316489 0.35011687
 0.34084751 0.30230551 0.25855009 0.28514564 0.26779337 0.26833485
 0.24843538 0.27386162 0.25697466 0.27478579 0.22011885 0.22871917]","[0.21613673 0.23558876 0.25214448 0.2709539  0.27422593 0.26372695
 0.3196301  0.32273831 0.30134645 0.30231525 0.34799107 0.34458316
 0.32800053 0.29577541 0.26055355 0.27959757 0.26257222 0.26663433
 0.23059811 0.26873006 0.25757882 0.2523282  0.21890276 0.21084271]","[0.34372247 0.32670011 0.34304456 0.3378304  0.32740948 0.34525645
 0.3373207  0.34994572 0.33196935 0.33020889 0.35749425 0.34255683
 0.35429955 0.3288811  0.28350086 0.28546083 0.23477369 0.2388402
 0.24075045 0.24236461 0.23530097 0.24110456 0.22634864 0.19704056]",1
"[0.23492723 0.2572876  0.27559819 0.27762384 0.27270811 0.32327655
 0.31818808 0.30654376 0.30399999 0.35316489 0.35011687 0.34084751
 0.30230551 0.25855009 0.28514564 0.26779337 0.26833485 0.24843538
 0.27386162 0.25697466 0.27478579 0.22011885 0.22871917 0.34087045]","[0.23558876 0.25214448 0.2709539  0.27422593 0.26372695 0.3196301
 0.32273831 0.30134645 0.30231525 0.34799107 0.34458316 0.32800053
 0.29577541 0.26055355 0.27959757 0.26257222 0.26663433 0.23059811
 0.26873006 0.25757882 0.2523282  0.21890276 0.21084271 0.33438227]","[0.32670011 0.34304456 0.3378304  0.32740948 0.34525645 0.3373207
 0.34994572 0.33196935 0.33020889 0.35749425 0.34255683 0.35429955
 0.3288811  0.28350086 0.28546083 0.23477369 0.2388402  0.24075045
 0.24236461 0.23530097 0.24110456 0.22634864 0.19704056 0.22798929]",1
"[0.2572876  0.27559819 0.27762384 0.27270811 0.32327655 0.31818808
 0.30654376 0.30399999 0.35316489 0.35011687 0.34084751 0.30230551
 0.25855009 0.28514564 0.26779337 0.26833485 0.24843538 0.27386162
 0.25697466 0.27478579 0.22011885 0.22871917 0.34087045 0.39160861]","[0.25214448 0.2709539  0.27422593 0.26372695 0.3196301  0.32273831
 0.30134645 0.30231525 0.34799107 0.34458316 0.32800053 0.29577541
 0.26055355 0.27959757 0.26257222 0.26663433 0.23059811 0.26873006
 0.25757882 0.2523282  0.21890276 0.21084271 0.33438227 0.39310789]","[0.34304456 0.3378304  0.32740948 0.34525645 0.3373207  0.34994572
 0.33196935 0.33020889 0.35749425 0.34255683 0.35429955 0.3288811
 0.28350086 0.28546083 0.23477369 0.2388402  0.24075045 0.24236461
 0.23530097 0.24110456 0.22634864 0.19704056 0.22798929 0.24282611]",1
"[0.27559819 0.27762384 0.27270811 0.32327655 0.31818808 0.30654376
 0.30399999 0.35316489 0.35011687 0.34084751 0.30230551 0.25855009
 0.28514564 0.26779337 0.26833485 0.24843538 0.27386162 0.25697466
 0.27478579 0.22011885 0.22871917 0.34087045 0.39160861 0.40833169]","[0.2709539  0.27422593 0.26372695 0.3196301  0.32273831 0.30134645
 0.30231525 0.34799107 0.34458316 0.32800053 0.29577541 0.26055355
 0.27959757 0.26257222 0.26663433 0.23059811 0.26873006 0.25757882
 0.2523282  0.21890276 0.21084271 0.33438227 0.39310789 0.40391546]","[0.3378304  0.32740948 0.34525645 0.3373207  0.34994572 0.33196935
 0.33020889 0.35749425 0.34255683 0.35429955 0.3288811  0.28350086
 0.28546083 0.23477369 0.2388402  0.24075045 0.24236461 0.23530097
 0.24110456 0.22634864 0.19704056 0.22798929 0.24282611 0.26276118]",-1
"[0.27762384 0.27270811 0.32327655 0.31818808 0.30654376 0.30399999
 0.35316489 0.35011687 0.34084751 0.30230551 0.25855009 0.28514564
 0.26779337 0.26833485 0.24843538 0.27386162 0.25697466 0.27478579
 0.22011885 0.22871917 0.34087045 0.39160861 0.40833169 0.39393691]","[0.27422593 0.26372695 0.3196301  0.32273831 0.30134645 0.30231525
 0.34799107 0.34458316 0.32800053 0.29577541 0.26055355 0.27959757
 0.26257222 0.26663433 0.23059811 0.26873006 0.25757882 0.2523282
 0.21890276 0.21084271 0.33438227 0.39310789 0.40391546 0.39081959]","[0.32740948 0.34525645 0.3373207  0.34994572 0.33196935 0.33020889
 0.35749425 0.34255683 0.35429955 0.3288811  0.28350086 0.28546083
 0.23477369 0.2388402  0.24075045 0.24236461 0.23530097 0.24110456
 0.22634864 0.19704056 0.22798929 0.24282611 0.26276118 0.27883752]",1
"[0.27270811 0.32327655 0.31818808 0.30654376 0.30399999 0.35316489
 0.35011687 0.34084751 0.30230551 0.25855009 0.28514564 0.26779337
 0.26833485 0.24843538 0.27386162 0.25697466 0.27478579 0.22011885
 0.22871917 0.34087045 0.39160861 0.40833169 0.39393691 0.41368808]","[0.26372695 0.3196301  0.32273831 0.30134645 0.30231525 0.34799107
 0.34458316 0.32800053 0.29577541 0.26055355 0.27959757 0.26257222
 0.26663433 0.23059811 0.26873006 0.25757882 0.2523282  0.21890276
 0.21084271 0.33438227 0.39310789 0.40391546 0.39081959 0.40591448]","[0.34525645 0.3373207  0.34994572 0.33196935 0.33020889 0.35749425
 0.34255683 0.35429955 0.3288811  0.28350086 0.28546083 0.23477369
 0.2388402  0.24075045 0.24236461 0.23530097 0.24110456 0.22634864
 0.19704056 0.22798929 0.24282611 0.26276118 0.27883752 0.28987843]",1
"[0.32327655 0.31818808 0.30654376 0.30399999 0.35316489 0.35011687
 0.34084751 0.30230551 0.25855009 0.28514564 0.26779337 0.26833485
 0.24843538 0.27386162 0.25697466 0.27478579 0.22011885 0.22871917
 0.34087045 0.39160861 0.40833169 0.39393691 0.41368808 0.43488404]","[0.3196301  0.32273831 0.30134645 0.30231525 0.34799107 0.34458316
 0.32800053 0.29577541 0.26055355 0.27959757 0.26257222 0.26663433
 0.23059811 0.26873006 0.25757882 0.2523282  0.21890276 0.21084271
 0.33438227 0.39310789 0.40391546 0.39081959 0.40591448 0.42673078]","[0.3373207  0.34994572 0.33196935 0.33020889 0.35749425 0.34255683
 0.35429955 0.3288811  0.28350086 0.28546083 0.23477369 0.2388402
 0.24075045 0.24236461 0.23530097 0.24110456 0.22634864 0.19704056
 0.22798929 0.24282611 0.26276118 0.27883752 0.28987843 0.27738383]",1
"[0.31818808 0.30654376 0.30399999 0.35316489 0.35011687 0.34084751
 0.30230551 0.25855009 0.28514564 0.26779337 0.26833485 0.24843538
 0.27386162 0.25697466 0.27478579 0.22011885 0.22871917 0.34087045
 0.39160861 0.40833169 0.39393691 0.41368808 0.43488404 0.43528745]","[0.32273831 0.30134645 0.30231525 0.34799107 0.34458316 0.32800053
 0.29577541 0.26055355 0.27959757 0.26257222 0.26663433 0.23059811
 0.26873006 0.25757882 0.2523282  0.21890276 0.21084271 0.33438227
 0.39310789 0.40391546 0.39081959 0.40591448 0.42673078 0.43177652]","[0.34994572 0.33196935 0.33020889 0.35749425 0.34255683 0.35429955
 0.3288811  0.28350086 0.28546083 0.23477369 0.2388402  0.24075045
 0.24236461 0.23530097 0.24110456 0.22634864 0.19704056 0.22798929
 0.24282611 0.26276118 0.27883752 0.28987843 0.27738383 0.27528304]",-1
"[0.30654376 0.30399999 0.35316489 0.35011687 0.34084751 0.30230551
 0.25855009 0.28514564 0.26779337 0.26833485 0.24843538 0.27386162
 0.25697466 0.27478579 0.22011885 0.22871917 0.34087045 0.39160861
 0.40833169 0.39393691 0.41368808 0.43488404 0.43528745 0.42568548]","[0.30134645 0.30231525 0.34799107 0.34458316 0.32800053 0.29577541
 0.26055355 0.27959757 0.26257222 0.26663433 0.23059811 0.26873006
 0.25757882 0.2523282  0.21890276 0.21084271 0.33438227 0.39310789
 0.40391546 0.39081959 0.40591448 0.42673078 0.43177652 0.43319758]","[0.33196935 0.33020889 0.35749425 0.34255683 0.35429955 0.3288811
 0.28350086 0.28546083 0.23477369 0.2388402  0.24075045 0.24236461
 0.23530097 0.24110456 0.22634864 0.19704056 0.22798929 0.24282611
 0.26276118 0.27883752 0.28987843 0.27738383 0.27528304 0.29212471]",-1
"[0.30399999 0.35316489 0.35011687 0.34084751 0.30230551 0.25855009
 0.28514564 0.26779337 0.26833485 0.24843538 0.27386162 0.25697466
 0.27478579 0.22011885 0.22871917 0.34087045 0.39160861 0.40833169
 0.39393691 0.41368808 0.43488404 0.43528745 0.42568548 0.41185723]","[0.30231525 0.34799107 0.34458316 0.32800053 0.29577541 0.26055355
 0.27959757 0.26257222 0.26663433 0.23059811 0.26873006 0.25757882
 0.2523282  0.21890276 0.21084271 0.33438227 0.39310789 0.40391546
 0.39081959 0.40591448 0.42673078 0.43177652 0.43319758 0.40414955]","[0.33020889 0.35749425 0.34255683 0.35429955 0.3288811  0.28350086
 0.28546083 0.23477369 0.2388402  0.24075045 0.24236461 0.23530097
 0.24110456 0.22634864 0.19704056 0.22798929 0.24282611 0.26276118
 0.27883752 0.28987843 0.27738383 0.27528304 0.29212471 0.28510774]",-1
"[0.35316489 0.35011687 0.34084751 0.30230551 0.25855009 0.28514564
 0.26779337 0.26833485 0.24843538 0.27386162 0.25697466 0.27478579
 0.22011885 0.22871917 0.34087045 0.39160861 0.40833169 0.39393691
 0.41368808 0.43488404 0.43528745 0.42568548 0.41185723 0.38697469]","[0.34799107 0.34458316 0.32800053 0.29577541 0.26055355 0.27959757
 0.26257222 0.26663433 0.23059811 0.26873006 0.25757882 0.2523282
 0.21890276 0.21084271 0.33438227 0.39310789 0.40391546 0.39081959
 0.40591448 0.42673078 0.43177652 0.43319758 0.40414955 0.37972732]","[0.35749425 0.34255683 0.35429955 0.3288811  0.28350086 0.28546083
 0.23477369 0.2388402  0.24075045 0.24236461 0.23530097 0.24110456
 0.22634864 0.19704056 0.22798929 0.24282611 0.26276118 0.27883752
 0.28987843 0.27738383 0.27528304 0.29212471 0.28510774 0.25985587]",-1
"[0.35011687 0.34084751 0.30230551 0.25855009 0.28514564 0.26779337
 0.26833485 0.24843538 0.27386162 0.25697466 0.27478579 0.22011885
 0.22871917 0.34087045 0.39160861 0.40833169 0.39393691 0.41368808
 0.43488404 0.43528745 0.42568548 0.41185723 0.38697469 0.36435422]","[0.34458316 0.32800053 0.29577541 0.26055355 0.27959757 0.26257222
 0.26663433 0.23059811 0.26873006 0.25757882 0.2523282  0.21890276
 0.21084271 0.33438227 0.39310789 0.40391546 0.39081959 0.40591448
 0.42673078 0.43177652 0.43319758 0.40414955 0.37972732 0.3575311 ]","[0.34255683 0.35429955 0.3288811  0.28350086 0.28546083 0.23477369
 0.2388402  0.24075045 0.24236461 0.23530097 0.24110456 0.22634864
 0.19704056 0.22798929 0.24282611 0.26276118 0.27883752 0.28987843
 0.27738383 0.27528304 0.29212471 0.28510774 0.25985587 0.25156122]",1
"[0.34084751 0.30230551 0.25855009 0.28514564 0.26779337 0.26833485
 0.24843538 0.27386162 0.25697466 0.27478579 0.22011885 0.22871917
 0.34087045 0.39160861 0.40833169 0.39393691 0.41368808 0.43488404
 0.43528745 0.42568548 0.41185723 0.38697469 0.36435422 0.38900931]","[0.32800053 0.29577541 0.26055355 0.27959757 0.26257222 0.26663433
 0.23059811 0.26873006 0.25757882 0.2523282  0.21890276 0.21084271
 0.33438227 0.39310789 0.40391546 0.39081959 0.40591448 0.42673078
 0.43177652 0.43319758 0.40414955 0.37972732 0.3575311  0.38582962]","[0.35429955 0.3288811  0.28350086 0.28546083 0.23477369 0.2388402
 0.24075045 0.24236461 0.23530097 0.24110456 0.22634864 0.19704056
 0.22798929 0.24282611 0.26276118 0.27883752 0.28987843 0.27738383
 0.27528304 0.29212471 0.28510774 0.25985587 0.25156122 0.26058333]",-1
"[0.30230551 0.25855009 0.28514564 0.26779337 0.26833485 0.24843538
 0.27386162 0.25697466 0.27478579 0.22011885 0.22871917 0.34087045
 0.39160861 0.40833169 0.39393691 0.41368808 0.43488404 0.43528745
 0.42568548 0.41185723 0.38697469 0.36435422 0.38900931 0.33343156]","[0.29577541 0.26055355 0.27959757 0.26257222 0.26663433 0.23059811
 0.26873006 0.25757882 0.2523282  0.21890276 0.21084271 0.33438227
 0.39310789 0.40391546 0.39081959 0.40591448 0.42673078 0.43177652
 0.43319758 0.40414955 0.37972732 0.3575311  0.38582962 0.33170247]","[0.3288811  0.28350086 0.28546083 0.23477369 0.2388402  0.24075045
 0.24236461 0.23530097 0.24110456 0.22634864 0.19704056 0.22798929
 0.24282611 0.26276118 0.27883752 0.28987843 0.27738383 0.27528304
 0.29212471 0.28510774 0.25985587 0.25156122 0.26058333 0.25003319]",-1
"[0.25855009 0.28514564 0.26779337 0.26833485 0.24843538 0.27386162
 0.25697466 0.27478579 0.22011885 0.22871917 0.34087045 0.39160861
 0.40833169 0.39393691 0.41368808 0.43488404 0.43528745 0.42568548
 0.41185723 0.38697469 0.36435422 0.38900931 0.33343156 0.24836462]","[0.26055355 0.27959757 0.26257222 0.26663433 0.23059811 0.26873006
 0.25757882 0.2523282  0.21890276 0.21084271 0.33438227 0.39310789
 0.40391546 0.39081959 0.40591448 0.42673078 0.43177652 0.43319758
 0.40414955 0.37972732 0.3575311  0.38582962 0.33170247 0.24505605]","[0.28350086 0.28546083 0.23477369 0.2388402  0.24075045 0.24236461
 0.23530097 0.24110456 0.22634864 0.19704056 0.22798929 0.24282611
 0.26276118 0.27883752 0.28987843 0.27738383 0.27528304 0.29212471
 0.28510774 0.25985587 0.25156122 0.26058333 0.25003319 0.25936689]",-1
"[0.28514564 0.26779337 0.26833485 0.24843538 0.27386162 0.25697466
 0.27478579 0.22011885 0.22871917 0.34087045 0.39160861 0.40833169
 0.39393691 0.41368808 0.43488404 0.43528745 0.42568548 0.41185723
 0.38697469 0.36435422 0.38900931 0.33343156 0.24836462 0.24375544]","[0.27959757 0.26257222 0.26663433 0.23059811 0.26873006 0.25757882
 0.2523282  0.21890276 0.21084271 0.33438227 0.39310789 0.40391546
 0.39081959 0.40591448 0.42673078 0.43177652 0.43319758 0.40414955
 0.37972732 0.3575311  0.38582962 0.33170247 0.24505605 0.23237868]","[0.28546083 0.23477369 0.2388402  0.24075045 0.24236461 0.23530097
 0.24110456 0.22634864 0.19704056 0.22798929 0.24282611 0.26276118
 0.27883752 0.28987843 0.27738383 0.27528304 0.29212471 0.28510774
 0.25985587 0.25156122 0.26058333 0.25003319 0.25936689 0.29094298]",-1
"[0.26779337 0.26833485 0.24843538 0.27386162 0.25697466 0.27478579
 0.22011885 0.22871917 0.34087045 0.39160861 0.40833169 0.39393691
 0.41368808 0.43488404 0.43528745 0.42568548 0.41185723 0.38697469
 0.36435422 0.38900931 0.33343156 0.24836462 0.24375544 0.20575067]","[0.26257222 0.26663433 0.23059811 0.26873006 0.25757882 0.2523282
 0.21890276 0.21084271 0.33438227 0.39310789 0.40391546 0.39081959
 0.40591448 0.42673078 0.43177652 0.43319758 0.40414955 0.37972732
 0.3575311  0.38582962 0.33170247 0.24505605 0.23237868 0.21030303]","[0.23477369 0.2388402  0.24075045 0.24236461 0.23530097 0.24110456
 0.22634864 0.19704056 0.22798929 0.24282611 0.26276118 0.27883752
 0.28987843 0.27738383 0.27528304 0.29212471 0.28510774 0.25985587
 0.25156122 0.26058333 0.25003319 0.25936689 0.29094298 0.29258452]",-1
"[0.26833485 0.24843538 0.27386162 0.25697466 0.27478579 0.22011885
 0.22871917 0.34087045 0.39160861 0.40833169 0.39393691 0.41368808
 0.43488404 0.43528745 0.42568548 0.41185723 0.38697469 0.36435422
 0.38900931 0.33343156 0.24836462 0.24375544 0.20575067 0.13228939]","[0.26663433 0.23059811 0.26873006 0.25757882 0.2523282  0.21890276
 0.21084271 0.33438227 0.39310789 0.40391546 0.39081959 0.40591448
 0.42673078 0.43177652 0.43319758 0.40414955 0.37972732 0.3575311
 0.38582962 0.33170247 0.24505605 0.23237868 0.21030303 0.12349976]","[0.2388402  0.24075045 0.24236461 0.23530097 0.24110456 0.22634864
 0.19704056 0.22798929 0.24282611 0.26276118 0.27883752 0.28987843
 0.27738383 0.27528304 0.29212471 0.28510774 0.25985587 0.25156122
 0.26058333 0.25003319 0.25936689 0.29094298 0.29258452 0.37651788]",-1
"[0.24843538 0.27386162 0.25697466 0.27478579 0.22011885 0.22871917
 0.34087045 0.39160861 0.40833169 0.39393691 0.41368808 0.43488404
 0.43528745 0.42568548 0.41185723 0.38697469 0.36435422 0.38900931
 0.33343156 0.24836462 0.24375544 0.20575067 0.13228939 0.13169504]","[0.23059811 0.26873006 0.25757882 0.2523282  0.21890276 0.21084271
 0.33438227 0.39310789 0.40391546 0.39081959 0.40591448 0.42673078
 0.43177652 0.43319758 0.40414955 0.37972732 0.3575311  0.38582962
 0.33170247 0.24505605 0.23237868 0.21030303 0.12349976 0.10747521]","[0.24075045 0.24236461 0.23530097 0.24110456 0.22634864 0.19704056
 0.22798929 0.24282611 0.26276118 0.27883752 0.28987843 0.27738383
 0.27528304 0.29212471 0.28510774 0.25985587 0.25156122 0.26058333
 0.25003319 0.25936689 0.29094298 0.29258452 0.37651788 0.45061124]",-1
"[0.27386162 0.25697466 0.27478579 0.22011885 0.22871917 0.34087045
 0.39160861 0.40833169 0.39393691 0.41368808 0.43488404 0.43528745
 0.42568548 0.41185723 0.38697469 0.36435422 0.38900931 0.33343156
 0.24836462 0.24375544 0.20575067 0.13228939 0.13169504 0.12540799]","[0.26873006 0.25757882 0.2523282  0.21890276 0.21084271 0.33438227
 0.39310789 0.40391546 0.39081959 0.40591448 0.42673078 0.43177652
 0.43319758 0.40414955 0.37972732 0.3575311  0.38582962 0.33170247
 0.24505605 0.23237868 0.21030303 0.12349976 0.10747521 0.12943016]","[0.24236461 0.23530097 0.24110456 0.22634864 0.19704056 0.22798929
 0.24282611 0.26276118 0.27883752 0.28987843 0.27738383 0.27528304
 0.29212471 0.28510774 0.25985587 0.25156122 0.26058333 0.25003319
 0.25936689 0.29094298 0.29258452 0.37651788 0.45061124 0.48048408]",-1
"[0.25697466 0.27478579 0.22011885 0.22871917 0.34087045 0.39160861
 0.40833169 0.39393691 0.41368808 0.43488404 0.43528745 0.42568548
 0.41185723 0.38697469 0.36435422 0.38900931 0.33343156 0.24836462
 0.24375544 0.20575067 0.13228939 0.13169504 0.12540799 0.09147769]","[0.25757882 0.2523282  0.21890276 0.21084271 0.33438227 0.39310789
 0.40391546 0.39081959 0.40591448 0.42673078 0.43177652 0.43319758
 0.40414955 0.37972732 0.3575311  0.38582962 0.33170247 0.24505605
 0.23237868 0.21030303 0.12349976 0.10747521 0.12943016 0.10445703]","[0.23530097 0.24110456 0.22634864 0.19704056 0.22798929 0.24282611
 0.26276118 0.27883752 0.28987843 0.27738383 0.27528304 0.29212471
 0.28510774 0.25985587 0.25156122 0.26058333 0.25003319 0.25936689
 0.29094298 0.29258452 0.37651788 0.45061124 0.48048408 0.30974136]",1
